,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
26,mt,smoothed_worried_become_ill,2021-01-01,2021-01-06,5,65.4670995,1.2949208,1348.2478,state,fb-survey
27,nc,smoothed_worried_become_ill,2021-01-01,2021-01-06,5,70.004009,0.4595745,9942.0114,state,fb-survey
28,nd,smoothed_worried_become_ill,2021-01-01,2021-01-06,5,60.278151,1.8275089,716.9195,state,fb-survey
29,ne,smoothed_worried_become_ill,2021-01-01,2021-01-06,5,66.1719585,1.0936009,1871.6866,state,fb-survey
30,nh,smoothed_worried_become_ill,2021-01-01,2021-01-06,5,72.0157068,1.0274669,1909.0,state,fb-survey
31,nj,smoothed_worried_become_ill,2021-01-01,2021-01-06,5,74.068327,0.5603539,6116.9971,state,fb-survey
32,nm,smoothed_worried_become_ill,2021-01-01,2021-01-06,5,72.435585,0.8696959,2639.7689,state,fb-survey
33,nv,smoothed_worried_become_ill,2021-01-01,2021-01-06,5,67.8153581,1.0203455,2096.4389,state,fb-survey
34,ny,smoothed_worried_become_ill,2021-01-01,2021-01-06,5,73.3825243,0.3768334,13755.0013,state,fb-survey
35,oh,smoothed_worried_become_ill,2021-01-01,2021-01-06,5,70.7210608,0.4188828,11801.0058,state,fb-survey
36,ok,smoothed_worried_become_ill,2021-01-01,2021-01-06,5,70.1971816,0.7000351,4269.1099,state,fb-survey
37,or,smoothed_worried_become_ill,2021-01-01,2021-01-06,5,68.4155524,0.7042421,4356.9654,state,fb-survey
38,pa,smoothed_worried_become_ill,2021-01-01,2021-01-06,5,70.7591607,0.4028386,12750.0061,state,fb-survey
39,ri,smoothed_worried_become_ill,2021-01-01,2021-01-06,5,73.0462542,1.3229251,1124.9845,state,fb-survey
40,sc,smoothed_worried_become_ill,2021-01-01,2021-01-06,5,66.2179162,0.6316342,5607.0016,state,fb-survey
41,sd,smoothed_worried_become_ill,2021-01-01,2021-01-06,5,64.3895071,1.5125105,1002.2967,state,fb-survey
42,tn,smoothed_worried_become_ill,2021-01-01,2021-01-06,5,69.9791659,0.5736541,6383.9765,state,fb-survey
43,tx,smoothed_worried_become_ill,2021-01-01,2021-01-06,5,69.6555784,0.3307687,19319.0598,state,fb-survey
44,ut,smoothed_worried_become_ill,2021-01-01,2021-01-06,5,65.2186404,0.8957539,2827.0979,state,fb-survey
45,va,smoothed_worried_become_ill,2021-01-01,2021-01-06,5,70.7905951,0.5036832,8150.4824,state,fb-survey
46,vt,smoothed_worried_become_ill,2021-01-01,2021-01-06,5,72.4973289,1.465798,928.0014,state,fb-survey
47,wa,smoothed_worried_become_ill,2021-01-01,2021-01-06,5,70.3628927,0.5375049,7217.9633,state,fb-survey
48,wi,smoothed_worried_become_ill,2021-01-01,2021-01-06,5,67.2550174,0.6315228,5521.9359,state,fb-survey
49,wv,smoothed_worried_become_ill,2021-01-01,2021-01-06,5,73.0644591,0.8776298,2555.1072,state,fb-survey
50,wy,smoothed_worried_become_ill,2021-01-01,2021-01-06,5,56.3915476,1.8370742,728.6707,state,fb-survey
0,ak,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,63.7780549,1.6982642,801.0,state,fb-survey
1,al,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,69.7273668,0.7166377,4110.1171,state,fb-survey
2,ar,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,71.3115122,0.813285,3093.0132,state,fb-survey
3,az,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,69.9907422,0.604235,5752.8644,state,fb-survey
4,ca,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,73.9369387,0.2703768,26360.1673,state,fb-survey
5,co,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,68.2577938,0.6336232,5396.6872,state,fb-survey
6,ct,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,76.1088468,0.6603408,4170.0,state,fb-survey
7,dc,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,75.440806,2.1630304,396.0,state,fb-survey
8,de,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,70.3632148,1.2699573,1293.0,state,fb-survey
9,fl,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,68.6567616,0.3514004,17427.001,state,fb-survey
10,ga,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,68.1038182,0.5799293,6458.9218,state,fb-survey
11,hi,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,68.9566116,1.4878504,967.0,state,fb-survey
12,ia,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,66.9273682,0.7698736,3734.5104,state,fb-survey
13,id,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,59.8227312,1.0865336,2035.9182,state,fb-survey
14,il,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,69.9125207,0.4226947,11772.9993,state,fb-survey
15,in,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,68.9003574,0.5749108,6482.9983,state,fb-survey
16,ks,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,69.5743752,0.8225169,3128.9538,state,fb-survey
17,ky,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,71.7831971,0.6786592,4397.7152,state,fb-survey
18,la,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,66.4664747,0.7421037,4047.1816,state,fb-survey
19,ma,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,75.1275133,0.583461,5489.016,state,fb-survey
20,md,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,74.1719747,0.6483037,4557.9974,state,fb-survey
21,me,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,72.3571429,0.9761711,2099.0,state,fb-survey
22,mi,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,68.5876632,0.4372303,11270.0459,state,fb-survey
23,mn,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,67.2429956,0.6889129,4641.1174,state,fb-survey
24,mo,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,68.8092188,0.6410332,5222.9009,state,fb-survey
25,ms,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,69.5717295,0.8937208,2650.3689,state,fb-survey
26,mt,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,65.2228625,1.2985106,1345.2491,state,fb-survey
27,nc,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,70.187621,0.4510515,10285.0124,state,fb-survey
28,nd,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,60.6723437,1.8257197,715.8477,state,fb-survey
29,ne,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,65.8514892,1.0728813,1953.5927,state,fb-survey
30,nh,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,71.8060544,1.0194454,1948.0,state,fb-survey
31,nj,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,74.3101026,0.551875,6267.9978,state,fb-survey
32,nm,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,71.7827413,0.8891216,2562.1969,state,fb-survey
33,nv,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,67.8608333,1.0059158,2155.4131,state,fb-survey
34,ny,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,73.6720606,0.3711445,14081.0022,state,fb-survey
35,oh,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,70.6872019,0.4159692,11975.0065,state,fb-survey
36,ok,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,70.2501536,0.6920193,4364.1096,state,fb-survey
37,or,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,67.9774081,0.6981566,4465.9654,state,fb-survey
38,pa,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,70.8430116,0.3998885,12917.0063,state,fb-survey
39,ri,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,74.0853096,1.2937798,1146.984,state,fb-survey
40,sc,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,66.8716495,0.6195233,5772.0025,state,fb-survey
41,sd,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,64.3271091,1.4973275,1023.5256,state,fb-survey
42,tn,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,70.4134815,0.5611354,6616.2872,state,fb-survey
43,tx,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,70.3300359,0.3253673,19711.0646,state,fb-survey
44,ut,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,65.5954409,0.8797027,2916.2032,state,fb-survey
45,va,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,71.4404702,0.4968687,8264.4155,state,fb-survey
46,vt,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,71.5098462,1.4522499,966.0018,state,fb-survey
47,wa,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,70.5314182,0.5282347,7448.8295,state,fb-survey
48,wi,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,67.7059708,0.6269905,5561.9531,state,fb-survey
49,wv,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,73.3205721,0.8746262,2557.1568,state,fb-survey
50,wy,smoothed_worried_become_ill,2021-01-02,2021-01-07,5,55.6277449,1.8169537,747.6791,state,fb-survey
0,ak,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,63.3498146,1.6951381,808.0,state,fb-survey
1,al,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,69.6562475,0.7077886,4219.1234,state,fb-survey
2,ar,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,70.6445538,0.8133093,3135.1322,state,fb-survey
3,az,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,70.3543636,0.5963923,5863.9171,state,fb-survey
4,ca,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,74.2271274,0.2675986,26715.1589,state,fb-survey
5,co,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,68.4089548,0.6278312,5482.6587,state,fb-survey
6,ct,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,75.5679129,0.661052,4225.0,state,fb-survey
7,dc,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,76.2437811,2.1252924,401.0,state,fb-survey
8,de,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,71.0205636,1.252478,1312.0,state,fb-survey
9,fl,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,69.1993477,0.346552,17747.0014,state,fb-survey
10,ga,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,68.2580483,0.5717052,6628.9266,state,fb-survey
11,hi,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,69.7355036,1.4660134,982.0,state,fb-survey
12,ia,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,67.1393216,0.7649766,3770.137,state,fb-survey
13,id,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,60.0785788,1.0815037,2050.5467,state,fb-survey
14,il,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,69.9823535,0.4202076,11896.9994,state,fb-survey
15,in,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,69.3844962,0.5682272,6578.9982,state,fb-survey
16,ks,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,70.2313668,0.809821,3187.9536,state,fb-survey
17,ky,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,71.9057367,0.6789444,4382.4077,state,fb-survey
18,la,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,66.8477128,0.7314677,4141.9965,state,fb-survey
19,ma,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,75.4490585,0.5740041,5622.0145,state,fb-survey
20,md,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,74.434399,0.6404069,4639.9971,state,fb-survey
21,me,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,73.0624706,0.9617014,2128.0,state,fb-survey
22,mi,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,69.0996093,0.4295881,11570.0456,state,fb-survey
23,mn,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,67.4430168,0.6835111,4699.9156,state,fb-survey
24,mo,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,68.694242,0.6335921,5357.0418,state,fb-survey
25,ms,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,70.5224872,0.8713538,2737.9743,state,fb-survey
26,mt,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,63.9468914,1.2947688,1375.2375,state,fb-survey
27,nc,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,70.1826905,0.446261,10508.0129,state,fb-survey
28,nd,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,60.4814745,1.793673,742.9106,state,fb-survey
29,ne,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,65.3916625,1.0684211,1982.5229,state,fb-survey
30,nh,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,72.7435897,1.0086158,1949.0,state,fb-survey
31,nj,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,74.5705835,0.5442022,6402.9975,state,fb-survey
32,nm,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,71.6978622,0.9272376,2360.1704,state,fb-survey
33,nv,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,67.7621269,1.0008737,2180.6948,state,fb-survey
34,ny,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,73.6625637,0.3662021,14467.0027,state,fb-survey
35,oh,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,70.6342599,0.4144446,12076.0067,state,fb-survey
36,ok,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,70.3597519,0.6865783,4424.1104,state,fb-survey
37,or,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,67.8157052,0.6935846,4537.0696,state,fb-survey
38,pa,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,71.2952406,0.3948881,13124.0074,state,fb-survey
39,ri,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,72.9535087,1.2909379,1183.9855,state,fb-survey
40,sc,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,67.0742022,0.6103165,5929.003,state,fb-survey
41,sd,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,64.4960347,1.4895974,1031.9818,state,fb-survey
42,tn,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,70.2080433,0.5582933,6710.5944,state,fb-survey
43,tx,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,70.4061651,0.3219399,20103.0694,state,fb-survey
44,ut,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,65.4746353,0.8828603,2900.196,state,fb-survey
45,va,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,71.8959329,0.4956367,8225.2019,state,fb-survey
46,vt,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,69.713463,1.4451309,1011.0018,state,fb-survey
47,wa,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,70.2666374,0.5266094,7533.8326,state,fb-survey
48,wi,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,67.8429457,0.6213405,5650.9524,state,fb-survey
49,wv,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,74.3062356,0.8529658,2624.1564,state,fb-survey
50,wy,smoothed_worried_become_ill,2021-01-03,2021-01-08,5,56.110704,1.8270536,737.7373,state,fb-survey
0,ak,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,62.1084337,1.6848813,829.0,state,fb-survey
1,al,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,69.8791483,0.6996278,4300.1214,state,fb-survey
2,ar,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,70.8011852,0.8138545,3121.1322,state,fb-survey
3,az,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,70.7683894,0.5907936,5926.8027,state,fb-survey
4,ca,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,74.7135398,0.2651055,26881.2846,state,fb-survey
5,co,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,68.592107,0.6290225,5444.783,state,fb-survey
6,ct,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,75.5604345,0.6533572,4326.0,state,fb-survey
7,dc,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,76.9704433,2.0920751,405.0,state,fb-survey
8,de,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,71.1422088,1.2466479,1321.0,state,fb-survey
9,fl,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,69.5846522,0.3428233,18008.0017,state,fb-survey
10,ga,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,69.3334365,0.5631283,6704.9118,state,fb-survey
11,hi,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,69.9014778,1.4404454,1014.0,state,fb-survey
12,ia,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,67.136348,0.7556301,3864.1599,state,fb-survey
13,id,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,60.0527858,1.082163,2048.4921,state,fb-survey
14,il,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,70.2381522,0.4179142,11969.0209,state,fb-survey
15,in,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,69.648294,0.567366,6566.9995,state,fb-survey
16,ks,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,69.797828,0.8195089,3138.8659,state,fb-survey
17,ky,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,71.8453206,0.6824255,4343.4874,state,fb-survey
18,la,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,67.035196,0.7249263,4204.9968,state,fb-survey
19,ma,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,75.944582,0.5679774,5663.013,state,fb-survey
20,md,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,75.1605406,0.6322098,4670.997,state,fb-survey
21,me,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,73.8795518,0.9493888,2141.0,state,fb-survey
22,mi,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,69.2266112,0.4274389,11660.0456,state,fb-survey
23,mn,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,67.3661219,0.6851573,4683.0593,state,fb-survey
24,mo,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,69.2595472,0.6280843,5397.0197,state,fb-survey
25,ms,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,69.9241388,0.8682356,2789.7806,state,fb-survey
26,mt,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,64.9916996,1.2709693,1408.5063,state,fb-survey
27,nc,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,70.3820623,0.4434817,10599.0115,state,fb-survey
28,nd,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,61.3201802,1.7774073,750.7822,state,fb-survey
29,ne,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,65.4138818,1.0625121,2004.029,state,fb-survey
30,nh,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,73.2776089,0.9962303,1973.0,state,fb-survey
31,nj,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,75.0233798,0.5404642,6414.9974,state,fb-survey
32,nm,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,72.1192406,0.9579384,2191.1928,state,fb-survey
33,nv,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,68.0656865,0.9936016,2201.7159,state,fb-survey
34,ny,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,74.183613,0.3640178,14453.0028,state,fb-survey
35,oh,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,70.3588361,0.4162264,12038.006,state,fb-survey
36,ok,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,70.7252472,0.6806492,4469.1105,state,fb-survey
37,or,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,68.1744897,0.6907801,4546.9233,state,fb-survey
38,pa,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,71.3137073,0.3930194,13244.0078,state,fb-survey
39,ri,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,72.8664849,1.2803999,1205.987,state,fb-survey
40,sc,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,67.4565453,0.6000475,6097.0044,state,fb-survey
41,sd,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,64.7626747,1.4698773,1056.2471,state,fb-survey
42,tn,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,70.3169072,0.5569197,6729.5153,state,fb-survey
43,tx,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,70.8749636,0.3180533,20406.0722,state,fb-survey
44,ut,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,65.4502587,0.8759363,2947.2105,state,fb-survey
45,va,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,72.2136505,0.4942426,8214.2994,state,fb-survey
46,vt,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,70.1763151,1.4324369,1020.0016,state,fb-survey
47,wa,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,70.3224693,0.5221132,7655.8338,state,fb-survey
48,wi,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,67.9356226,0.617598,5710.9528,state,fb-survey
49,wv,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,73.9743493,0.8520042,2652.1571,state,fb-survey
50,wy,smoothed_worried_become_ill,2021-01-04,2021-01-09,5,57.277909,1.827435,732.7499,state,fb-survey
0,ak,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,60.9283196,1.6735211,850.0,state,fb-survey
1,al,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,69.5928851,0.6978625,4345.1052,state,fb-survey
2,ar,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,70.8010728,0.8131057,3126.8906,state,fb-survey
3,az,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,70.7959534,0.5863044,6014.578,state,fb-survey
4,ca,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,74.8221242,0.2634616,27140.2793,state,fb-survey
5,co,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,68.8336194,0.6254653,5483.7867,state,fb-survey
6,ct,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,75.4740981,0.6543632,4323.0,state,fb-survey
7,dc,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,77.5735294,2.0674739,407.0,state,fb-survey
8,de,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,70.8641064,1.235317,1353.0,state,fb-survey
9,fl,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,69.4930681,0.3421643,18108.0013,state,fb-survey
10,ga,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,69.74858,0.5653346,6601.9155,state,fb-survey
11,hi,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,69.8451113,1.4285881,1032.0,state,fb-survey
12,ia,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,66.3588482,0.7624447,3840.1922,state,fb-survey
13,id,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,60.9292013,1.0732598,2066.6552,state,fb-survey
14,il,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,70.627133,0.4151102,12039.0215,state,fb-survey
15,in,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,69.2761836,0.5713546,6520.0001,state,fb-survey
16,ks,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,69.1700195,0.8241153,3139.8956,state,fb-survey
17,ky,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,72.3506392,0.6795082,4332.4944,state,fb-survey
18,la,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,67.740155,0.7138675,4288.1818,state,fb-survey
19,ma,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,76.1273299,0.5614623,5765.014,state,fb-survey
20,md,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,75.1014816,0.6321035,4679.997,state,fb-survey
21,me,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,73.840147,0.9421813,2176.0,state,fb-survey
22,mi,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,69.5257462,0.4255635,11699.0358,state,fb-survey
23,mn,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,66.9963743,0.6869912,4685.0106,state,fb-survey
24,mo,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,69.5402402,0.6256616,5411.0765,state,fb-survey
25,ms,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,70.2745574,0.8623023,2809.3595,state,fb-survey
26,mt,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,64.5310874,1.2716419,1415.426,state,fb-survey
27,nc,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,70.9603225,0.4396267,10662.012,state,fb-survey
28,nd,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,62.0358639,1.8152835,714.706,state,fb-survey
29,ne,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,65.5942467,1.0554149,2026.0511,state,fb-survey
30,nh,smoothed_worried_become_ill,2021-01-05,2021-01-10,5,72.2699697,1.0068175,1977.0,state,fb-survey
